EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
728,29,,1210,2,3,1,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
729,44,,477,7,4,1,1,42,2,3,4,10248,2094,3,14,3,4,80,1,24,4,3,22,6,5,17,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
730,36,,1195,11,3,1,2,95,2,2,2,6499,22656,1,13,3,3,80,0,6,3,3,6,5,0,3,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
733,31,,408,9,4,1,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
734,21,,984,1,1,1,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True
735,36,,1467,11,2,1,2,92,3,3,4,9738,22952,0,14,3,3,80,1,10,6,3,9,7,2,8,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
736,25,,685,1,3,1,1,62,3,2,3,4898,7505,0,12,3,4,80,2,5,3,3,4,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
737,46,,1144,7,4,1,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
738,29,,738,9,5,1,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,2,3,3,2,2,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
739,44,,920,24,3,1,4,43,3,1,3,3161,19920,3,22,4,4,80,1,19,0,1,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
740,26,,933,1,3,1,3,57,3,2,3,5296,20156,1,17,3,2,80,1,8,3,3,8,7,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
741,55,,444,2,1,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
743,35,,464,4,2,1,3,75,3,1,4,1951,10910,1,12,3,3,80,1,1,3,3,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
745,29,,337,14,1,1,3,84,3,3,4,7553,22930,0,12,3,1,80,0,9,1,3,8,7,7,7,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
747,32,,498,3,4,1,3,93,3,2,1,6725,13554,1,12,3,3,80,1,8,2,4,8,7,6,3,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
748,41,,1356,20,2,1,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,5,2,4,3,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
749,28,,890,2,4,1,3,46,3,1,3,4382,16374,6,17,3,4,80,0,5,3,2,2,2,2,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
750,35,,482,4,4,1,3,87,3,2,3,4249,2690,1,11,3,2,80,0,9,3,3,9,6,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
752,28,,791,1,4,1,4,44,3,1,3,2154,6842,0,11,3,3,80,0,5,2,2,4,2,0,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
753,45,,1199,7,4,1,1,77,4,2,3,6434,5118,4,17,3,4,80,1,9,1,3,3,2,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
754,42,,933,29,3,1,2,98,3,2,2,4434,11806,1,13,3,4,80,1,10,3,2,9,8,7,8,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
755,29,,746,2,3,1,4,61,3,2,3,4649,16928,1,14,3,1,80,1,4,3,2,4,3,0,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
756,26,,583,4,2,1,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,2,8,5,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
757,59,,1435,25,3,1,1,99,3,3,1,7637,2354,7,11,3,4,80,0,28,3,2,21,16,7,9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
758,31,,670,26,1,1,1,31,3,1,3,2911,15170,1,17,3,4,80,1,5,1,2,5,2,4,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
760,52,,319,3,3,1,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,4,3,5,4,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
762,38,,330,17,1,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
763,30,,1427,2,1,1,2,35,2,1,4,2720,11162,0,13,3,4,80,0,6,3,3,5,3,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
764,39,,203,2,3,1,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
767,34,,697,3,4,1,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
771,41,,1411,19,2,1,3,36,3,2,1,3072,19877,2,16,3,1,80,2,17,2,2,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
774,26,,471,24,3,1,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,3,1,1,0,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
776,42,,1271,2,1,1,2,35,3,1,4,2515,9068,5,14,3,4,80,0,8,2,3,2,1,2,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
777,41,,314,1,3,1,4,59,2,5,3,19189,19562,1,12,3,2,80,1,22,3,3,22,7,2,10,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
778,30,,1358,16,1,1,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,2,1,2,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
779,30,,111,9,3,1,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,4,3,12,9,6,10,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
780,19,,419,21,3,1,4,37,2,1,2,2121,9947,1,13,3,2,80,0,1,3,4,1,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True
782,27,,618,4,3,1,2,76,3,1,3,2318,17808,1,19,3,3,80,0,1,2,3,1,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
783,38,,119,3,3,1,1,76,3,3,3,10609,9647,0,12,3,3,80,2,17,6,2,16,10,5,13,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
784,36,,1229,8,4,1,1,84,3,2,4,5079,25952,4,13,3,4,80,2,12,3,3,7,7,0,7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
786,32,,1033,9,3,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,2,4,5,4,0,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
787,39,,1329,4,4,1,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,1,4,15,11,5,9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
788,33,,1076,3,3,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,3,10,8,9,7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
789,46,,1485,18,3,1,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,5,2,10,7,0,8,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
790,46,,1125,10,3,1,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,3,2,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
791,41,,263,6,3,1,4,59,3,1,1,4721,3119,2,13,3,3,80,0,20,3,3,18,13,2,17,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
793,39,,141,3,3,1,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,3,1,8,3,3,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
795,34,,1362,19,3,1,1,67,4,2,4,5304,4652,8,13,3,2,80,0,9,3,2,5,2,0,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
796,34,,419,7,4,1,1,53,3,3,2,11994,21293,0,11,3,3,80,0,13,4,3,12,6,2,11,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
798,29,,144,10,1,1,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
799,37,,290,21,3,1,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,3,2,8,7,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
800,35,,1229,8,1,1,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
801,46,,644,1,4,1,4,97,3,3,1,9396,12368,7,16,3,3,80,1,17,3,3,4,2,0,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
802,47,,719,27,2,1,2,77,4,2,3,6397,10339,4,12,3,4,80,0,8,2,3,5,4,1,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
803,30,,1012,5,4,1,2,75,2,1,4,3761,2373,9,12,3,2,80,1,10,3,2,5,4,0,3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
804,29,,1107,28,4,1,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
805,50,,1207,28,1,1,4,74,4,1,3,3221,3297,1,11,3,3,80,3,20,3,3,20,8,3,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
806,34,,1400,9,1,1,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,3,2,6,5,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
807,31,,330,22,4,1,4,98,3,2,3,6179,21057,1,15,3,4,80,2,10,3,2,10,2,6,7,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
808,48,,277,6,3,1,1,97,2,2,3,4240,13119,2,13,3,4,80,0,19,0,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
811,43,,1473,8,4,1,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,3,5,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
812,34,,258,21,4,1,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,3,10,7,5,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
813,60,,696,7,4,1,2,52,4,2,4,5220,10893,0,18,3,2,80,1,12,3,3,11,7,1,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
814,52,,258,8,4,1,3,54,3,1,1,2950,17363,9,13,3,3,80,0,12,2,1,5,4,0,4,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
815,25,,1280,7,1,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,2,3,2,2,2,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
816,46,,705,2,4,1,2,83,3,5,1,18947,22822,3,12,3,4,80,0,22,2,2,2,2,2,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
818,29,,1010,1,3,1,1,97,3,1,4,3760,5598,1,15,3,1,80,3,3,5,3,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
819,41,,143,4,3,1,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
820,45,,192,10,2,1,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,3,2,2,2,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
821,30,,855,7,4,1,4,73,3,2,1,4779,12761,7,14,3,2,80,2,8,3,3,3,2,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
822,33,,1146,25,3,1,2,82,3,2,3,4539,4905,1,12,3,1,80,1,10,3,2,10,7,0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
823,33,,147,2,3,1,2,99,3,1,3,3600,8429,1,13,3,4,80,1,5,2,3,5,4,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
824,42,,748,9,2,1,1,74,3,1,4,3673,16458,1,13,3,3,80,0,12,3,3,12,9,5,8,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
825,43,,531,4,4,1,4,56,2,3,4,10231,20364,3,14,3,4,80,0,23,3,4,21,7,15,17,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
826,39,,466,1,1,1,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,3,21,6,11,8,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
827,39,,1431,1,4,1,3,96,3,1,3,2232,15417,7,14,3,3,80,3,7,1,3,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
828,35,,1212,8,2,1,3,78,2,3,4,10377,13755,4,11,3,2,80,1,16,6,2,13,2,4,12,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
830,26,,1449,16,4,1,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,2,3,3,2,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
832,51,,1178,14,2,1,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
834,40,,1202,2,1,1,2,89,4,2,3,6377,13888,5,20,4,2,80,3,15,0,3,12,11,11,8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
835,32,,604,8,3,1,3,56,4,2,4,6209,11693,1,15,3,3,80,2,10,4,4,10,7,0,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
836,28,,995,9,3,1,3,77,3,1,3,2377,9834,5,18,3,2,80,1,6,2,3,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
839,40,,1398,2,4,1,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,2,3,20,15,1,12,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
840,45,,1249,7,3,1,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
841,44,,1315,3,4,1,4,35,3,5,4,19513,9358,4,12,3,1,80,1,26,2,4,2,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
842,50,,1322,28,3,1,4,43,3,4,1,16880,22422,4,11,3,2,80,0,25,2,3,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
843,45,,248,23,2,1,4,42,3,2,1,3633,14039,1,15,3,3,80,1,9,2,3,9,8,0,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
844,35,,853,18,5,1,2,71,3,3,1,9069,11031,1,22,4,4,80,1,9,3,2,9,8,1,8,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
845,48,,855,4,3,1,4,54,3,3,4,7898,18706,1,11,3,3,80,0,11,2,3,10,9,0,8,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
846,40,,1300,24,2,1,1,62,3,2,4,3319,24447,1,17,3,1,80,2,9,3,3,9,8,4,7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
847,42,,544,2,1,1,3,52,3,1,3,2696,24017,0,11,3,3,80,1,4,5,3,3,2,1,0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
849,21,,996,3,2,1,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,4,3,2,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
850,38,,268,2,5,1,4,92,3,1,3,3057,20471,6,13,3,2,80,1,6,0,1,1,0,0,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
851,35,,1142,23,4,1,3,30,3,1,1,4014,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
852,28,,1157,2,4,1,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,4,2,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
854,53,,1376,2,2,1,3,45,3,4,3,14852,13938,6,13,3,3,80,1,22,3,4,17,13,15,2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
855,35,,200,18,2,1,3,60,3,3,4,9362,19944,2,11,3,3,80,0,10,2,3,2,2,2,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
856,36,,1480,3,2,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,3,2,8,7,7,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
857,36,,1223,8,3,1,3,59,3,3,3,10096,8202,1,13,3,2,80,3,17,2,3,17,14,12,8,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
858,59,,715,2,3,1,3,69,2,4,4,13726,21829,3,13,3,1,80,0,30,4,3,5,3,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
863,49,,174,8,4,1,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
864,36,,132,6,3,1,2,55,4,1,4,3038,22002,3,12,3,2,80,0,5,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
867,53,,970,7,3,1,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,3,5,1,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
868,53,,868,8,3,1,1,73,3,4,4,11836,22789,5,14,3,3,80,1,28,3,3,2,0,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
872,31,,1445,1,5,1,3,100,4,3,2,7446,8931,1,11,3,1,80,0,10,2,3,10,8,4,7,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
874,29,,1389,21,4,1,2,51,4,3,1,9980,10195,1,11,3,3,80,1,10,1,3,10,9,8,8,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
876,26,,342,2,3,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,2,3,3,2,1,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
877,20,,500,2,3,1,3,49,2,1,3,2044,22052,1,13,3,4,80,0,2,3,2,2,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
878,31,,828,2,1,1,2,77,3,2,4,6582,8346,4,13,3,3,80,0,10,2,4,6,5,0,5,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
879,33,,1075,3,2,1,4,57,3,1,2,2277,22650,3,11,3,3,80,1,7,4,4,4,3,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
880,25,,949,1,3,1,1,81,3,1,4,3229,4910,4,11,3,2,80,1,7,2,2,3,2,0,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
881,34,,1442,9,3,1,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,3,4,8,7,7,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
883,33,,515,1,2,1,1,98,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
884,45,,1448,29,3,1,2,55,3,3,4,9380,14720,4,18,3,4,80,2,10,4,4,3,1,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
885,40,,902,26,2,1,3,92,2,2,4,4422,21203,3,13,3,4,80,1,16,3,1,1,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
887,22,,253,11,3,1,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
888,38,,1180,29,1,1,2,70,3,2,1,6673,11354,7,19,3,2,80,0,17,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
890,43,,782,6,4,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,3,2,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
892,48,,530,29,1,1,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,3,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
893,18,,287,5,2,1,2,73,3,1,4,1051,13493,1,15,3,4,80,0,0,2,3,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
895,35,,1296,5,4,1,3,62,3,3,2,8095,18264,0,13,3,4,80,0,17,5,3,16,6,0,13,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
896,28,,193,2,3,1,4,52,2,1,4,3867,14222,1,12,3,2,80,1,2,2,3,2,2,2,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
899,48,,1236,1,4,1,4,40,2,4,1,15402,17997,7,11,3,1,80,1,21,3,1,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
901,40,,989,4,1,1,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,2,3,20,8,9,9,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
905,25,,141,3,1,1,3,98,3,2,1,4194,14363,1,18,3,4,80,0,5,3,3,5,3,0,3,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
906,29,,806,7,3,1,2,39,3,1,3,3339,17285,3,13,3,1,80,2,10,2,3,7,7,7,7,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
907,55,,1091,2,1,1,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
909,31,,1274,9,1,1,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,6,4,13,8,0,8,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
912,36,,216,6,2,1,2,84,3,2,2,4941,2819,6,20,4,4,80,2,7,0,3,3,2,0,1,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
914,38,,1009,2,2,1,2,31,3,2,1,6893,19461,3,15,3,4,80,1,11,3,3,7,7,1,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
915,56,,713,8,3,1,3,67,3,1,1,4257,13939,4,18,3,3,80,1,19,3,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
916,59,,1225,1,1,1,1,57,2,2,3,5473,24668,7,11,3,4,80,0,20,2,2,4,3,1,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
918,27,,1220,5,3,1,3,85,3,1,2,2478,20938,1,12,3,2,80,0,4,2,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
919,35,,882,3,4,1,4,92,3,3,4,7823,6812,6,13,3,2,80,1,12,2,3,10,9,0,8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
922,34,,546,10,3,1,2,83,3,1,2,2008,6896,1,14,3,2,80,2,1,3,3,1,0,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
924,42,,916,17,2,1,4,82,4,2,1,6545,23016,3,13,3,3,80,0,10,1,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
926,34,,1031,6,4,1,3,45,2,2,2,4505,15000,6,15,3,3,80,1,12,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
927,41,,645,1,3,1,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,2,3,10,7,0,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
